,l3_code,l3_name,l2_code,l2_name,l1_code,l1_name
111,370102,化学制剂,370100,化学制药,370000,医药生物
112,370201,中药,370200,中药,370000,医药生物
113,370301,生物制品,370300,生物制品,370000,医药生物
114,370401,医药商业,370400,医药商业,370000,医药生物
115,370501,医疗器械,370500,医疗器械,370000,医药生物
116,370601,医疗服务,370600,医疗服务,370000,医药生物
117,410101,火电,410100,电力,410000,公用事业
118,410102,水电,410100,电力,410000,公用事业
119,410103,燃机发电,410100,电力,410000,公用事业
120,410104,热电,410100,电力,410000,公用事业
121,410105,新能源发电,410100,电力,410000,公用事业
122,410201,水务,410200,水务,410000,公用事业
123,410301,燃气,410300,燃气,410000,公用事业
124,410401,环保工程及服务,410400,环保工程及服务,410000,公用事业
125,420101,港口,420100,港口,420000,交通运输
126,420201,高速公路,420200,高速公路,420000,交通运输
127,420301,公交,420300,公交,420000,交通运输
128,420401,航空运输,420400,航空运输,420000,交通运输
129,420501,机场,420500,机场,420000,交通运输
130,420601,航运,420600,航运,420000,交通运输
131,420701,铁路运输,420700,铁路运输,420000,交通运输
132,420801,物流,420800,物流,420000,交通运输
133,430101,房地产开发,430100,房地产开发,430000,房地产
134,430201,园区开发,430200,园区开发,430000,房地产
135,450201,贸易,450200,贸易,450000,商业贸易
136,450301,百货,450300,一般零售,450000,商业贸易
137,450302,超市,450300,一般零售,450000,商业贸易
138,450303,多业态零售,450300,一般零售,450000,商业贸易
139,450401,专业连锁,450400,专业零售,450000,商业贸易
140,450501,一般物业经营,450500,商业物业经营,450000,商业贸易
141,450502,专业市场,450500,商业物业经营,450000,商业贸易
142,460101,人工景点,460100,景点,460000,休闲服务
143,460102,自然景点,460100,景点,460000,休闲服务
144,460201,酒店,460200,酒店,460000,休闲服务
145,460301,旅游综合,460300,旅游综合,460000,休闲服务
146,460401,餐饮,460400,餐饮,460000,休闲服务
147,460501,其他休闲服务,460500,其他休闲服务,460000,休闲服务
148,480101,银行,480100,银行,480000,银行
149,490101,证券,490100,证券,490000,非银金融
150,490201,保险,490200,保险,490000,非银金融
151,490301,多元金融,490300,多元金融,490000,非银金融
152,510101,综合,510100,综合,510000,综合
153,610101,水泥制造,610100,水泥制造,610000,建筑材料
154,610201,玻璃制造,610200,玻璃制造,610000,建筑材料
155,610301,耐火材料,610300,其他建材,610000,建筑材料
156,610302,管材,610300,其他建材,610000,建筑材料
157,610303,其他建材,610300,其他建材,610000,建筑材料
158,620101,房屋建设,620100,房屋建设,620000,建筑装饰
159,620201,装修装饰,620200,装修装饰,620000,建筑装饰
160,620301,城轨建设,620300,基础建设,620000,建筑装饰
161,620302,路桥施工,620300,基础建设,620000,建筑装饰
162,620303,水利工程,620300,基础建设,620000,建筑装饰
163,620304,铁路建设,620300,基础建设,620000,建筑装饰
164,620305,其他基础建设,620300,基础建设,620000,建筑装饰
165,620401,钢结构,620400,专业工程,620000,建筑装饰
166,620402,化学工程,620400,专业工程,620000,建筑装饰
167,620403,国际工程承包,620400,专业工程,620000,建筑装饰
168,620404,其他专业工程,620400,专业工程,620000,建筑装饰
169,620501,园林工程,620500,园林工程,620000,建筑装饰
170,630101,电机,630100,电机,630000,电气设备
171,630201,电网自动化,630200,电气自动化设备,630000,电气设备
172,630202,工控自动化,630200,电气自动化设备,630000,电气设备
173,630203,计量仪表,630200,电气自动化设备,630000,电气设备
174,630301,综合电力设备商,630300,电源设备,630000,电气设备
175,630302,风电设备,630300,电源设备,630000,电气设备
176,630303,光伏设备,630300,电源设备,630000,电气设备
177,630304,火电设备,630300,电源设备,630000,电气设备
178,630305,储能设备,630300,电源设备,630000,电气设备
179,630306,其它电源设备,630300,电源设备,630000,电气设备
180,630401,高压设备,630400,高低压设备,630000,电气设备
181,630402,中压设备,630400,高低压设备,630000,电气设备
182,630403,低压设备,630400,高低压设备,630000,电气设备
183,630404,线缆部件及其他,630400,高低压设备,630000,电气设备
184,640101,机床工具,640100,通用机械,640000,机械设备
185,640102,机械基础件,640100,通用机械,640000,机械设备
186,640103,磨具磨料,640100,通用机械,640000,机械设备
187,640104,内燃机,640100,通用机械,640000,机械设备
188,640105,制冷空调设备,640100,通用机械,640000,机械设备
189,640106,其它通用机械,640100,通用机械,640000,机械设备
190,640201,工程机械,640200,专用设备,640000,机械设备
191,640202,重型机械,640200,专用设备,640000,机械设备
192,640203,冶金矿采化工设备,640200,专用设备,640000,机械设备
193,640204,楼宇设备,640200,专用设备,640000,机械设备
194,640205,环保设备,640200,专用设备,640000,机械设备
195,640206,纺织服装设备,640200,专用设备,640000,机械设备
196,640207,农用机械,640200,专用设备,640000,机械设备
197,640208,印刷包装机械,640200,专用设备,640000,机械设备
198,640209,其它专用机械,640200,专用设备,640000,机械设备
199,640301,仪器仪表,640300,仪器仪表,640000,机械设备
200,640401,金属制品,640400,金属制品,640000,机械设备
201,640501,铁路设备,640500,运输设备,640000,机械设备
202,650101,航天装备,650100,航天装备,650000,国防军工
203,650201,航空装备,650200,航空装备,650000,国防军工
204,650301,地面兵装,650300,地面兵装,650000,国防军工
205,650401,船舶制造,650400,船舶制造,650000,国防军工
206,710101,计算机设备,710100,计算机设备,710000,计算机
207,710201,软件开发,710200,计算机应用,710000,计算机
208,710202,IT服务,710200,计算机应用,710000,计算机
209,720101,平面媒体,720100,文化传媒,720000,传媒
210,720102,影视动漫,720100,文化传媒,720000,传媒
211,720103,有线电视网络,720100,文化传媒,720000,传媒
212,720104,其他文化传媒,720100,文化传媒,720000,传媒
213,720201,营销服务,720200,营销传播,720000,传媒
214,720301,互联网信息服务,720300,互联网传媒,720000,传媒
215,720302,移动互联网服务,720300,互联网传媒,720000,传媒
216,720303,其他互联网服务,720300,互联网传媒,720000,传媒
217,730101,通信运营,730100,通信运营,730000,通信
218,730201,终端设备,730200,通信设备,730000,通信
219,730202,通信传输设备,730200,通信设备,730000,通信
220,730203,通信配套服务,730200,通信设备,730000,通信
221,210101,石油开采,210100,石油开采,210000,采掘
222,210201,煤炭开采,210200,煤炭开采,210000,采掘
223,210202,焦炭加工,210200,煤炭开采,210000,采掘
224,210301,其他采掘,210300,其他采掘,210000,采掘
225,210401,油气钻采服务,210400,采掘服务,210000,采掘
226,210402,其他采掘服务,210400,采掘服务,210000,采掘
